"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value"
"1990","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,163,849"
"1991","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,178,307"
"1992","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,172,289"
"1993","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,174,670"
"1994","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,203,979"
"1995","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,263,058"
"1996","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,331,393"
"1997","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,367,773"
"1998","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,412,445"
"1999","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,460,430"
"2000","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,528,841"
"2001","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,593,671"
"2002","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,622,947"
"2003","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,686,971"
"2004","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,746,884"
"2005","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,784,206"
"2006","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,835,219"
"2007","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,851,939"
"2008","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,864,834"
"2009","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,711,394"
"2010","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,840,342"
"2011","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,782,498"
"2012","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,792,836"
"2013","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,767,737"
"2014","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,707,013"
"2015","European Union (28 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,742,482"
"1990","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,461,847"
"1991","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,495,912"
"1992","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,506,553"
"1993","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,505,491"
"1994","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,534,049"
"1995","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,568,960"
"1996","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,610,564"
"1997","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,647,605"
"1998","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,689,612"
"1999","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,736,836"
"2000","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,790,913"
"2001","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,843,345"
"2002","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,874,062"
"2003","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,928,073"
"2004","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,976,966"
"2005","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,999,536"
"2006","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,041,321"
"2007","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,056,493"
"2008","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,064,150"
"2009","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,953,887"
"2010","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,054,475"
"2011","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,009,916"
"2012","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","2,017,629"
"2013","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,998,165"
"2014","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,949,903"
"2015","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","1,975,641"
"1990","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","57,984"
"1991","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","60,516"
"1992","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","62,583"
"1993","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","63,300"
"1994","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","66,447"
"1995","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","68,448"
"1996","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","69,876"
"1997","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","71,829"
"1998","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","73,960"
"1999","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","74,508"
"2000","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","77,542"
"2001","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","78,142"
"2002","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","78,447"
"2003","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","79,732"
"2004","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","80,614"
"2005","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","80,335"
"2006","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","82,816"
"2007","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","82,915"
"2008","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","82,810"
"2009","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","77,334"
"2010","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","83,361"
"2011","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","80,112"
"2012","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","81,164"
"2013","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","82,731"
"2014","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","80,787"
"2015","Belgium","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","82,491"
"1990","Bulgaria","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","35,272"
"1991","Bulgaria","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","30,178"
"1992","Bulgaria","Gigawatt-hour","Electrical energy","Energy Available for Final Consumption","26,169"
