"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value"
"1990","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,781,054"
"1991","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,836,998"
"1992","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,812,655"
"1993","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,812,374"
"1994","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,916,828"
"1995","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","8,128,210"
"1996","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","8,389,706"
"1997","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","8,519,206"
"1998","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","8,680,234"
"1999","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","8,846,726"
"2000","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,102,096"
"2001","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,335,318"
"2002","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,439,693"
"2003","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,674,114"
"2004","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,884,617"
"2005","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","10,024,985"
"2006","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","10,206,310"
"2007","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","10,267,430"
"2008","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","10,311,336"
"2009","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,773,982"
"2010","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","10,219,147"
"2011","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","10,026,299"
"2012","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","10,050,311"
"2013","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,963,882"
"2014","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,729,443"
"2015","European Union (28 countries)","Terajoule","Electrical energy","Final Energy Consumption","9,866,804"
"1990","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,253,980"
"1991","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,378,076"
"1992","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,416,002"
"1993","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,413,856"
"1994","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,520,474"
"1995","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,641,855"
"1996","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,794,643"
"1997","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","5,927,609"
"1998","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","6,078,866"
"1999","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","6,241,792"
"2000","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","6,445,555"
"2001","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","6,634,156"
"2002","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","6,743,729"
"2003","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","6,942,114"
"2004","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,113,110"
"2005","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,200,194"
"2006","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,348,536"
"2007","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,404,926"
"2008","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,431,757"
"2009","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,048,685"
"2010","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,398,065"
"2011","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,251,484"
"2012","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,266,838"
"2013","Euro area (19 countries)","Terajoule","Electrical energy","Final Energy Consumption","7,199,964"
