"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value"
"1990","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,789,856"
"1991","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,841,906"
"1992","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,820,241"
"1993","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,828,813"
"1994","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,934,325"
"1995","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","8,147,009"
"1996","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","8,393,016"
"1997","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","8,523,982"
"1998","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","8,684,801"
"1999","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","8,857,547"
"2000","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,103,829"
"2001","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,337,214"
"2002","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,442,610"
"2003","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,673,096"
"2004","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,888,781"
"2005","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","10,023,143"
"2006","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","10,206,790"
"2007","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","10,266,982"
"2008","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","10,313,401"
"2009","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,761,019"
"2010","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","10,225,231"
"2011","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","10,016,993"
"2012","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","10,054,210"
"2013","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,963,854"
"2014","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,745,247"
"2015","European Union (28 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","9,872,935"
"1990","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,262,649"
"1991","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,385,284"
"1992","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,423,590"
"1993","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,419,767"
"1994","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,522,578"
"1995","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,648,257"
"1996","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,798,032"
"1997","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","5,931,379"
"1998","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","6,082,604"
"1999","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","6,252,608"
"2000","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","6,447,286"
"2001","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","6,636,042"
"2002","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","6,746,625"
"2003","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","6,941,061"
"2004","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,117,076"
"2005","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,198,328"
"2006","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,348,754"
"2007","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,403,376"
"2008","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,430,942"
"2009","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,033,995"
"2010","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,396,108"
"2011","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,235,699"
"2012","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,263,466"
"2013","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,193,395"
"2014","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,019,652"
"2015","Euro area (19 countries)","Terajoule","Electrical energy","Energy Available for Final Consumption","7,112,308"
"1990","Belgium","Terajoule","Electrical energy","Energy Available for Final Consumption","208,742"
"1991","Belgium","Terajoule","Electrical energy","Energy Available for Final Consumption","217,858"
"1992","Belgium","Terajoule","Electrical energy","Energy Available for Final Consumption","225,299"
"1993","Belgium","Terajoule","Electrical energy","Energy Available for Final Consumption","227,880"
"1994","Belgium","Terajoule","Electrical energy","Energy Available for Final Consumption","239,209"
"1995","Belgium","Terajoule","Electrical energy","Energy Available for Final Consumption","246,413"
